Код,Номер распоряжения,Район,Адрес,Вид ограничения,Производитель работ,Инн подрядчика,Заказчик,Инн заказчика,Дата начала ограничения,Дата окончания ограничения
224450,309 -2015,центральный,"ул.радищева, от виленского пер. до саперного пер., включая перекресток с саперным пер. (этап 1)",полное закрытие дв.,ооо 'мтэр санкт-петербург',7839450780,оао 'теплосеть санкт-петербурга',7810577007,20.04.2015,17.08.2015
224452,314 -2015,выборгский,"парковая ул., от горского шоссе до ж/д переезда 'песочная'",огранич.движения,ооо 'билдинг',7802108932,спб гку 'управление заказчика',7840014918,11.05.2015,17.06.2015
224496,332 -2015,приморский,"автобусная ул., от ново-никитинской ул. до макулатурного проезда",полное закрытие дв.,ооо 'строймонтажкомплект',7802167695,гуп 'тэк спб',7830001028,24.04.2015,29.06.2015
224512,530 -2015,кронштадтский,"ленинградская ул., от ильмянинова ул. до ул. мануильского",полное закрытие дв.,ооо 'строймонтажкомплект',7802167695,гуп 'тэк спб',7830001028,14.05.2015,30.06.2015
224515,529 -2015,кронштадтский,"ленинградская ул., от ул. аммермана до ул. мануильского",полное закрытие дв.,ооо 'строймонтажкомплект',7802167695,гуп 'тэк спб',7830001028,14.05.2015,30.06.2015
224553,339 -2015,калининский,"северный пр., (боковой проезд) от ул.вавиловых до гражданского пр. (этап 6)",полное закрытие дв.,ооо 'стис',7805143710,спб гку 'управление заказчика',7840014918,25.04.2015,30.06.2015
224604,335 -2015,адмиралтейский,"наб.адмиралтейского кан., от наб. ново-адмиралтейского канала до наб. крюкова канала",полное закрытие дв.,зао 'водоканалстрой',7816188550,гуп 'водоканал санкт-петербурга',7830000426,22.04.2015,20.08.2015
224651,343 -2015,курортный,"г.санкт-петербург, проезд без названия от ул.володарского до приморского шоссе",огранич.движения,ооо 'гск № 1',7804456269,ооо 'ук 'доходъ',7826685368,24.04.2015,24.07.2015
224662,447 -2015,красногвардейский,"г.санкт-петербург, заневская площадь (этап 1)",огранич.движения,гуп 'петербургский метрополитен',7830000970,гуп 'петербургский метрополитен',7830000970,05.05.2015,05.11.2015
224823,357 -2015,красносельский,"пензенский пер., от красносельского ш. до волхонского ш. (этап 1)",полное закрытие дв.,ооо 'навигатор -сбс',7825466405,гуп 'водоканал санкт-петербурга',7830000426,24.04.2015,22.07.2015
224824,358 -2015,красносельский,"ул.мичурина, от красносельского ш. до волхонского ш., включая перекрестки с дуговой ул. и ильинским пер. (этап 1)",полное закрытие дв.,ооо 'навигатор -сбс',7825466405,гуп 'водоканал санкт-петербурга',7830000426,24.04.2015,22.07.2015
224825,359 -2015,красносельский,"ул.урицкого, от волхонского ш. до коммунистической ул., без перекрестка с андреевской ул. (этап 1)",полное закрытие дв.,ооо 'навигатор -сбс',7825466405,гуп 'водоканал санкт-петербурга',7830000426,24.04.2015,22.07.2015
224827,360 -2015,красносельский,"ул.жертв революции, от волхонского ш. до пушкинской ул. (этап 1)",полное закрытие дв.,ооо 'навигатор -сбс',7825466405,гуп 'водоканал санкт-петербурга',7830000426,24.04.2015,22.07.2015
224828,361 -2015,красносельский,"паровозная ул., от красносельского ш. до коммунистической ул., включая перекресток с ул.жертв революции (этап 1)",полное закрытие дв.,ооо 'навигатор -сбс',7825466405,гуп 'водоканал санкт-петербурга',7830000426,24.04.2015,22.07.2015
224829,362 -2015,красносельский,"ул.калинина, от красносельского ш.до волхонского ш.,включая перекрестки с ул.л.толстого,песочным пер.и спортивной",полное закрытие дв.,ооо 'навигатор -сбс',7825466405,гуп 'водоканал санкт-петербурга',7830000426,24.04.2015,22.07.2015
224832,363 -2015,красносельский,"ул.карла либкнехта, от волхонского ш. до ул.толмачёва, без перекрестка с ул.академика павлова (этап 1)",полное закрытие дв.,ооо 'навигатор -сбс',7825466405,гуп 'водоканал санкт-петербурга',7830000426,24.04.2015,22.07.2015
224833,364 -2015,красносельский,"ул.толмачёва, от ул.карла либкнехта до республиканской ул. (этап 1)",полное закрытие дв.,ооо 'навигатор -сбс',7825466405,гуп 'водоканал санкт-петербурга',7830000426,24.04.2015,22.07.2015
224834,365 -2015,красносельский,"республиканская ул., от интернациональной ул. до ул.куйбышева, включая перекресток с пролетарской ул.(этап 1)",полное закрытие дв.,ооо 'навигатор -сбс',7825466405,гуп 'водоканал санкт-петербурга',7830000426,24.04.2015,22.07.2015
224835,366 -2015,красносельский,"республиканская ул., от ул.куйбышева до ул.толмачёва (этап 1)",полное закрытие дв.,ооо 'навигатор -сбс',7825466405,гуп 'водоканал санкт-петербурга',7830000426,24.04.2015,22.07.2015
224836,367 -2015,красносельский,"ул.матросова, от волхонского ш. до интернациональной ул. (этап 1)",полное закрытие дв.,ооо 'навигатор -сбс',7825466405,гуп 'водоканал санкт-петербурга',7830000426,24.04.2015,22.07.2015
224837,368 -2015,красносельский,"ул.большевиков, от ул.куйбышева до интернациональной ул. (этап 1)",полное закрытие дв.,ооо 'навигатор -сбс',7825466405,гуп 'водоканал санкт-петербурга',7830000426,24.04.2015,22.07.2015
224839,369 -2015,красносельский,"российская ул., от российского пер. до красносельского ш., с сохранением сквозного проезда по 6-й линии (этап 1)",полное закрытие дв.,ооо 'навигатор -сбс',7825466405,гуп 'водоканал санкт-петербурга',7830000426,24.04.2015,22.07.2015
224840,370 -2015,красносельский,"совхозная ул., от пр.буденного до конца улицы (этап 1)",полное закрытие дв.,ооо 'навигатор -сбс',7825466405,гуп 'водоканал санкт-петербурга',7830000426,24.04.2015,22.07.2015
224841,371 -2015,красносельский,"пер.володарского, от ул.володарского до ул.свердлова (этап 1)",полное закрытие дв.,ооо 'навигатор -сбс',7825466405,гуп 'водоканал санкт-петербурга',7830000426,24.04.2015,22.07.2015
224842,372 -2015,красносельский,"ул.энгельса, от ул.свердлова до конца улицы (этап 1)",полное закрытие дв.,ооо 'навигатор -сбс',7825466405,гуп 'водоканал санкт-петербурга',7830000426,24.04.2015,22.07.2015
225025,399 -2015,адмиралтейский,"черноморский пер., от азовского пер. до керченского пер. (этапы 1 и 2 последовательно)",огранич.движения,ооо 'нрф 'мир',7813451644,ооо 'дворец м.м.романова',7838508194,30.04.2015,17.12.2015
225026,400 -2015,адмиралтейский,"азовский пер., в створе черноморского пер. (этап 1 и 2 последовательно)",огранич.движения,ооо 'нрф 'мир',7813451644,ооо 'дворец м.м.романова',7838508194,30.04.2015,17.12.2015
225031,398 -2015,центральный,"кирочная ул., у д.57 от суворовского пр. до новгородской ул. (этап 2)",огранич.движения,ооо 'пск',7807331814,ооо 'ринова',7810021266,30.04.2015,30.05.2015
225068,395 -2015,кронштадтский,"пр.ленина, от советской ул. до макаровской ул.,включая перекрестки",огранич.движения,ооо мк-20сх,7802496989,спб гку 'дирекция транспортного строительства',7825342390,20.05.2015,06.06.2015
225123,403 -2015,центральный,"г.санкт-петербург, съезд с моста александра невского (этап 1)",полное закрытие дв.,оао'мостострой №6',7812046562,спб гку 'дирекция транспортного строительства',7825342390,04.05.2015,27.07.2015
225124,404 -2015,центральный,"г.санкт-петербург, въезд на мост александра невского (этап 1)",огранич.движения,оао'мостострой №6',7812046562,спб гку 'дирекция транспортного строительства',7825342390,04.05.2015,27.07.2015
225125,405 -2015,центральный,"пл.александра невского, у моста александра невского (этап 1)",огранич.движения,оао'мостострой №6',7812046562,спб гку 'дирекция транспортного строительства',7825342390,04.05.2015,27.07.2015
225126,406 -2015,центральный,"синопская наб., под мостом александра невского (этап 1)",огранич.движения,оао'мостострой №6',7812046562,спб гку 'дирекция транспортного строительства',7825342390,04.05.2015,27.07.2015
225128,407 -2015,центральный,"чернорецкий пер., от тележной ул. до невского пр. (этап 1)",закрытие одного напр,оао'мостострой №6',7812046562,спб гку 'дирекция транспортного строительства',7825342390,04.05.2015,27.07.2015
225130,408 -2015,центральный,"тележная ул., от кременчугской ул. до чернорецкого пер. (этап 1)",закрытие одного напр,оао'мостострой №6',7812046562,спб гку 'дирекция транспортного строительства',7825342390,04.05.2015,27.07.2015
225131,409 -2015,центральный,"кременчугская ул., от миргородской ул. до тележной ул. (этап 1)",закрытие одного напр,оао'мостострой №6',7812046562,спб гку 'дирекция транспортного строительства',7825342390,04.05.2015,27.07.2015
225132,410 -2015,центральный,"миргородская ул., от ул.профессора иваншенцова до кременчугской ул. (этап 1)",закрытие одного напр,оао'мостострой №6',7812046562,спб гку 'дирекция транспортного строительства',7825342390,04.05.2015,27.07.2015
225133,411 -2015,центральный,"ул.профессора ивашенцова, от тележной ул. до миргородской ул. (этап 1)",закрытие одного напр,оао'мостострой №6',7812046562,спб гку 'дирекция транспортного строительства',7825342390,04.05.2015,27.07.2015
225134,412 -2015,центральный,"синопская наб., (восточный проезд) от херсонской ул. до херсонского проезда (этап 1)",огранич.движения,оао'мостострой №6',7812046562,спб гку 'дирекция транспортного строительства',7825342390,30.04.2015,27.07.2015
225135,413 -2015,центральный,"синопская наб., (западный проезд) от правого съезда с моста александра невского до херсонской ул. (этап 1)",закрытие одного напр,оао'мостострой №6',7812046562,спб гку 'дирекция транспортного строительства',7825342390,30.04.2015,27.07.2015
225136,414 -2015,центральный,"синопская наб., (восточный проезд) от херсонской ул. до моста александра невского (этап 1)",закрытие одного напр,оао'мостострой №6',7812046562,спб гку 'дирекция транспортного строительства',7825342390,30.04.2015,27.07.2015
225137,415 -2015,центральный,"херсонская ул., от западной проезжей части синопской наб. до восточной проезжей части синопской наб. (этап 1)",полное закрытие дв.,оао'мостострой №6',7812046562,спб гку 'дирекция транспортного строительства',7825342390,30.04.2015,27.07.2015
225141,416 -2015,центральный,"синопская наб., (западный проезд) от херсонского проезда до херсонской ул. (этап 1)",огранич.движения,оао'мостострой №6',7812046562,спб гку 'дирекция транспортного строительства',7825342390,30.04.2015,27.07.2015
225181,417 -2015,адмиралтейский,"наб.р.фонтанки, у д.100 от введенского канала до малого казачьего пер. (этапы 1,2,3 последовательно)",огранич.движения,ооо 'проектсвязьстрой',7839447890,фсб россии,7702232171,01.05.2015,07.03.2016
225202,431 -2015,калининский,"арсенальная наб., от пл.ленина до арсенальной ул. (этап 3)",огранич.движения,ооо 'меридиан',7805439562,зао 'по 'возрождение',7811062995,09.05.2015,08.07.2015
225223,418 -2015,московский,"черниговская ул., от ново-рыбинской ул. до московского пр. (этап 7)",закрытие одного напр,ооо 'таткабель',1624011485,ооо 'ск 'нострум',7802778528,05.05.2015,31.05.2015
225241,421 -2015,приморский,"пр.испытателей, от светлановской пл. до богатырского пр.",огранич.движения,ооо 'геоизол',7811077889,спб гку 'дирекция транспортного строительства',7825342390,01.05.2015,30.10.2015
225258,434 -2015,невский,"глухоозёрское шоссе, от мельничной ул. до четной стороны наб.обводного канала (этап 2)",огранич.движения,оао'мостострой №6',7812046562,спб гку 'дирекция транспортного строительства',7825342390,10.05.2015,23.07.2015
225298,435 -2015,петроградский,"ул.академика павлова, напротив д.12 от аптекарской наб. до уфимской ул. (этап 1)",огранич.движения,ооо 'нпо 'ранд',7813102026,спб гку 'цкб',7820016674,15.05.2015,15.06.2015
225305,448 -2015,выборгский,"дор.в каменку, от парашютной ул. до михайловской дороги",огранич.движения,зао 'буер',7816124109,спб гку 'дирекция транспортного строительства',7825342390,07.05.2015,21.07.2015
225312,452 -2015,калининский,"ул.комсомола, от ул.михайлова до арсенальной ул.",огранич.движения,ооо 'дск абз-дорстрой',7811424317,спб гку 'дирекция транспортного строительства',7825342390,16.05.2015,28.06.2015
225327,450 -2015,приморский,"богатырский пр., (боковой проезд четной стороны) от яхтенной ул. до елагинского пр. (этап 1)",полное закрытие дв.,зао'сму-303',7826731737,спб гку 'управление заказчика',7840014918,08.05.2015,14.10.2015
225408,458 -2015,приморский,"парашютная ул., (боковой проезд) от шуваловского пр. до глухарской ул. (этап 6)",полное закрытие дв.,ооо 'смт',7838510490,ооо 'петербурггаз',7838017541,23.05.2015,11.06.2015
225434,457 -2015,выборгский,"пироговская наб., у д.11 по пироговской наб.",огранич.движения,ооо 'стройлес',7801419597,ооо 'элик уорлд хотелс рус',7802830640,04.05.2015,18.06.2015
225439,472 -2015,невский,"ул.лопатина, от пр.солидарности до ул.коллонтай, без перекрестка с ул.подвойского",полное закрытие дв.,ооо 'петроком',7805004441,спб гку 'управление заказчика',7840014918,09.05.2015,01.06.2015
225440,473 -2015,приморский,"планерная ул., от мебельной ул. до приморского ш. (этапы 3, 2, 1 последовательно)",огранич.движения,зао 'экодор',7811099699,спб гку 'дирекция транспортного строительства',7825342390,10.05.2015,10.06.2015
225442,478 -2015,красногвардейский,"пр.косыгина, (боковой проезд нечетной стороны) от ул.передовиков до индустриального пр. (этап 5)",полное закрытие дв.,ооо мк-20сх,7802496989,спб гку 'дирекция транспортного строительства',7825342390,10.05.2015,05.07.2015
225492,463 -2015,московский,"ленинский пр., от пл.конституции до московского пр.",огранич.движения,ооо 'дск абз-дорстрой',7811424317,спб гку 'дирекция транспортного строительства',7825342390,10.05.2015,30.06.2015
225493,464 -2015,московский,"ленинский пр., (боковой проезд нечетной стороны) от пл.конституции до варшавской ул.",полное закрытие дв.,ооо 'дск абз-дорстрой',7811424317,спб гку 'дирекция транспортного строительства',7825342390,30.05.2015,02.06.2015
225501,466 -2015,московский,"ленинский пр., (боковой проезд четной стороны) от варшавской ул. до пл.конституции",полное закрытие дв.,ооо 'дск абз-дорстрой',7811424317,спб гку 'дирекция транспортного строительства',7825342390,06.06.2015,09.06.2015
225502,467 -2015,московский,"варшавская ул., в створе четной стороны ленинского пр.",полное закрытие дв.,ооо 'дск абз-дорстрой',7811424317,спб гку 'дирекция транспортного строительства',7825342390,06.06.2015,07.06.2015
225527,459 -2015,московский,"ленинский пр., от троллейбусного проезда до пл.конституции",огранич.движения,ооо 'дск абз-дорстрой',7811424317,спб гку 'дирекция транспортного строительства',7825342390,10.05.2015,30.06.2015
225596,517 -2015,приморский,"пр.королёва, от серебристого бульв. до коломяжского пр.",огранич.движения,ооо 'ск 'гермес',7805507893,спб гку 'дирекция транспортного строительства',7825342390,25.05.2015,05.06.2015
225602,522 -2015,приморский,"пр.королёва, от серебристого бульв. до коломяжского пр. (этап 18)",полное закрытие дв.,ооо 'ск 'гермес',7805507893,спб гку 'дирекция транспортного строительства',7825342390,06.06.2015,07.06.2015
225604,523 -2015,красногвардейский,"ириновский пр., от пр. наставников до ул. лазо",огранич.движения,зао 'ник',7801008484,спб гку 'дирекция транспортного строительства',7825342390,13.05.2015,06.07.2015
225605,524 -2015,красногвардейский,"г. санкт-петербург, перекресток ириновского пр., пр. наставников, ул. потапова",огранич.движения,зао 'ник',7801008484,спб гку 'дирекция транспортного строительства',7825342390,13.06.2015,26.06.2015
225606,525 -2015,красногвардейский,"ириновский пр., от наставников до индустриального пр.",огранич.движения,зао 'ник',7801008484,спб гку 'дирекция транспортного строительства',7825342390,30.05.2015,06.07.2015
225608,526 -2015,красногвардейский,"пр.наставников, от ириновского пр. до пр. ударников",огранич.движения,зао 'ник',7801008484,спб гку 'дирекция транспортного строительства',7825342390,13.06.2015,06.07.2015
225649,494 -2015,колпинский,"пролетарская ул., от заводского пр. до ул. веры слуцкой , включая перекрестки",огранич.движения,зао 'трест',7840008449,спб гку 'дирекция транспортного строительства',7825342390,01.06.2015,11.06.2015
225650,495 -2015,колпинский,"пролетарская ул., от ул. веры слуцкой до ул. володарского",огранич.движения,зао 'трест',7840008449,спб гку 'дирекция транспортного строительства',7825342390,15.06.2015,26.06.2015
225651,496 -2015,колпинский,"пролетарская ул., от ул. володарского до большого ижорского моста",огранич.движения,зао 'трест',7840008449,спб гку 'дирекция транспортного строительства',7825342390,18.06.2015,30.06.2015
225652,497 -2015,колпинский,"г. санкт-петербург,г.колпино, перекресток заводского пр., пролетарской ул., ул.танкистов",огранич.движения,зао 'трест',7840008449,спб гку 'дирекция транспортного строительства',7825342390,12.06.2015,14.06.2015
225653,498 -2015,колпинский,"г. санкт-петербург,г. колпино, перекресток ул. пролетарской и ул. веры слуцкой",огранич.движения,зао 'трест',7840008449,спб гку 'дирекция транспортного строительства',7825342390,20.06.2015,21.06.2015
225654,499 -2015,колпинский,"г. санкт-петербург,г. колпино, перекресток ул. пролетарской и ул. володарского",огранич.движения,зао 'трест',7840008449,спб гку 'дирекция транспортного строительства',7825342390,27.06.2015,28.06.2015
225671,527 -2015,красногвардейский,"г. санкт-петербург, перекресток ириновского пр., пр. наставников , ул. потапова",огранич.движения,зао 'ник',7801008484,спб гку 'дирекция транспортного строительства',7825342390,13.05.2015,12.06.2015
225692,561 -2015,адмиралтейский,"г. санкт-петербург, северный проезд вдоль консерватории",полное закрытие дв.,зао 'стройфасад',7709729614,минкультуры россии,7705851331,16.05.2015,03.03.2017
225693,562 -2015,адмиралтейский,"г. санкт-петербург, восточный проезд театральной площади",полное закрытие дв.,зао 'стройфасад',7709729614,минкультуры россии,7705851331,16.05.2015,03.03.2017
225707,563 -2015,адмиралтейский,"г. санкт-петербург, южный проезд вдоль консерватории",полное закрытие дв.,зао 'стройфасад',7709729614,минкультуры россии,7705851331,16.05.2015,03.03.2017
225708,564 -2015,адмиралтейский,"ул.глинки, от ул. декабристов до южного проезда театральной площади",огранич.движения,зао 'стройфасад',7709729614,минкультуры россии,7705851331,01.07.2015,03.03.2017
225733,547 -2015,выборгский,"верхняя ул., от 1-го верхнего пер. до 2-го верхнего пер. (этап 1.1)",полное закрытие дв.,зао 'рсу - 103',7805058662,гуп 'водоканал санкт-петербурга',7830000426,09.06.2015,17.06.2015
225738,543 -2015,красногвардейский,"пр.косыгина, (боковой проезд) от пр.наставников до индустриального пр. (этап 4)",закрытие одного напр,ооо мк-20сх,7802496989,спб гку 'дирекция транспортного строительства',7825342390,15.05.2015,16.06.2015
225743,548 -2015,приморский,"ланское шоссе, (боковой проезд четной стороны) от новосибирской ул. до омской ул. (этап 2)",полное закрытие дв.,зао 'водоканалстрой',7816188550,спб гку 'управление заказчика',7840014918,16.05.2015,15.10.2015
225744,549 -2015,приморский,"новосибирская ул., у д.10 по ланскому ш. (этап 2)",огранич.движения,зао 'водоканалстрой',7816188550,спб гку 'управление заказчика',7840014918,16.05.2015,15.10.2015
225775,556 -2015,центральный,"ул.рубинштейна, от щербакова пер. до ул.ломоносова",полное закрытие дв.,ооо 'дск абз-дорстрой',7811424317,спб гку 'дирекция транспортного строительства',7825342390,03.06.2015,07.06.2015
225784,560 -2015,калининский,"свердловская наб., от арсенальной ул. до ул. ватутина",огранич.движения,ооо гидропромстрой,7701801509,спб гку 'дирекция транспортного строительства',7825342390,16.05.2015,08.07.2015
225854,569 -2015,фрунзенский,"карпатская ул., от дунайского пр. до малой балканской ул.",огранич.движения,ооо 'стройэнерго',7840357376,спб гку 'управление заказчика',7840014918,21.05.2015,24.07.2015
225855,570 -2015,фрунзенский,"ул.олеко дундича, у карпатской ул.",огранич.движения,ооо 'стройэнерго',7840357376,спб гку 'управление заказчика',7840014918,25.07.2015,26.07.2015
225865,579 -2015,колпинский,"станционная ул., от сапёрного пер. до конца улицы",полное закрытие дв.,ооо 'навигатор -сбс',7825466405,спб гку 'управление заказчика',7840014918,01.06.2015,30.06.2015
225866,580 -2015,колпинский,"станционная ул., от восточной ул. до дорожной ул.",полное закрытие дв.,ооо 'навигатор -сбс',7825466405,спб гку 'управление заказчика',7840014918,01.06.2015,30.06.2015
225867,581 -2015,колпинский,"мгинская ул., от станционной ул. до центральной ул.",полное закрытие дв.,ооо 'навигатор -сбс',7825466405,спб гку 'управление заказчика',7840014918,01.06.2015,30.06.2015
225871,582 -2015,колпинский,"дорожная ул., от станционной ул. до шлиссельбургского ш.",огранич.движения,ооо 'навигатор -сбс',7825466405,спб гку 'управление заказчика',7840014918,01.06.2015,30.06.2015
225875,565 -2015,центральный,"дегтярный пер., у д.26",огранич.движения,ооо 'пск',7807331814,ооо 'фаворит плюс',7814347163,17.05.2015,30.05.2015
225892,567 -2015,красногвардейский,"шафировский пр., у д.20 от ручьёвской дороги до конца проспекта",огранич.движения,ооо 'стройкомплекс',7816147730,ооо 'бигбокс',7839461750,22.05.2015,07.06.2015
225893,571 -2015,выборгский,"успенская дор., от ул.первого мая до ул. 1-ая успенка",огранич.движения,ооо 'билдинг',7802108932,спб гку 'управление заказчика',7840014918,25.05.2015,07.06.2015
225894,572 -2015,выборгский,"тихоокеанская ул., у д.113 по ул.первого мая",огранич.движения,ооо 'билдинг',7802108932,спб гку 'управление заказчика',7840014918,25.05.2015,07.06.2015
225896,573 -2015,выборгский,"ул.первого мая, от тихоокеанской ул. до успенской дороги",огранич.движения,ооо 'билдинг',7802108932,спб гку 'управление заказчика',7840014918,25.05.2015,07.06.2015
225924,574 -2015,красносельский,"ул.тамбасова, от ул. чекистов до пр. ветеранов",огранич.движения,ооо 'дск абз-дорстрой',7811424317,спб гку 'дирекция транспортного строительства',7825342390,25.05.2015,06.06.2015
225925,575 -2015,красносельский,"ул.тамбасова, от пр. ветеранов до д. 24 по ул. тамбасова",огранич.движения,ооо 'дск абз-дорстрой',7811424317,спб гку 'дирекция транспортного строительства',7825342390,25.05.2015,06.06.2015
225926,576 -2015,красносельский,"ул.тамбасова, от пр. ветеранов до д. 24 по ул. тамбасова",полное закрытие дв.,ооо 'дск абз-дорстрой',7811424317,спб гку 'дирекция транспортного строительства',7825342390,07.06.2015,09.06.2015
225927,577 -2015,красносельский,"ул.тамбасова, от ул. чекистов до пр. ветеранов",полное закрытие дв.,ооо 'дск абз-дорстрой',7811424317,спб гку 'дирекция транспортного строительства',7825342390,10.06.2015,12.06.2015
225932,578 -2015,центральный,"смольный пр., от синопской наб. до ул. бонч-бруевича",огранич.движения,зао 'юит санкт-петербург',7814313164,зао 'юит санкт-петербург',7814313164,18.05.2015,30.11.2015
225976,583 -2015,выборгский,"выборгская наб., от наб.чёрной речки до гренадёрской ул.",огранич.движения,ооо 'ск 'орион плюс',4703037072,спб гку 'дирекция транспортного строительства',7825342390,19.05.2015,15.06.2015
225977,584 -2015,выборгский,"выборгская наб., (боковой проезд) от гренадёрской ул. до ул.смолячкова",закрытие одного напр,ооо 'ск 'орион плюс',4703037072,спб гку 'дирекция транспортного строительства',7825342390,26.05.2015,05.06.2015
225979,585 -2015,выборгский,"выборгская наб., (боковой проезд) от ул.смолячкова до беловодского пер.",полное закрытие дв.,ооо 'ск 'орион плюс',4703037072,спб гку 'дирекция транспортного строительства',7825342390,26.05.2015,05.06.2015
225980,586 -2015,выборгский,"выборгская наб., от гренадёрского моста до кантемировского моста",закрытие одного напр,ооо 'ск 'орион плюс',4703037072,спб гку 'дирекция транспортного строительства',7825342390,26.05.2015,05.06.2015
225981,598 -2015,выборгский,"ул.фокина, от большого сампсониевского пр. до пироговской наб.",закрытие одного напр,ооо 'ск 'орион плюс',4703037072,спб гку 'дирекция транспортного строительства',7825342390,26.05.2015,05.06.2015
225994,594 -2015,выборгский,"выборгская наб., от наб.чёрной речки до ул.александра матросова",огранич.движения,ооо 'ск 'орион плюс',4703037072,спб гку 'дирекция транспортного строительства',7825342390,05.06.2015,15.06.2015
225995,595 -2015,выборгский,"наб.чёрной речки, в створе выборгской наб.",полное закрытие дв.,ооо 'ск 'орион плюс',4703037072,спб гку 'дирекция транспортного строительства',7825342390,12.06.2015,15.06.2015
226000,596 -2015,выборгский,"кантемировская ул., в створе выборгской наб.",полное закрытие дв.,ооо 'ск 'орион плюс',4703037072,спб гку 'дирекция транспортного строительства',7825342390,12.06.2015,15.06.2015
225999,608 -2015,московский,"г. санкт-петербург, перекресток пулковского шоссе и дунайского пр.",огранич.движения,зао 'пилон',7813109127,спб гку 'дирекция транспортного строительства',7825342390,21.05.2015,30.06.2015
226001,609 -2015,московский,"пулковское шоссе, (боковой проезд) в створе дунайского пр.",полное закрытие дв.,зао 'пилон',7813109127,спб гку 'дирекция транспортного строительства',7825342390,21.05.2015,30.06.2015
226002,610 -2015,московский,"дунайский пр., (боковой проезд) от пулковского шоссе до 5-го предпортового проезда",полное закрытие дв.,зао 'пилон',7813109127,спб гку 'дирекция транспортного строительства',7825342390,21.05.2015,30.06.2015
226003,611 -2015,московский,"5-й предпортовый проезд, от дунайского пр. до предпортовой ул.",огранич.движения,зао 'пилон',7813109127,спб гку 'дирекция транспортного строительства',7825342390,21.05.2015,30.06.2015
226004,612 -2015,московский,"дунайский пр., от 5-го предпортового проезда до предпортовой ул.",полное закрытие дв.,зао 'пилон',7813109127,спб гку 'дирекция транспортного строительства',7825342390,01.06.2015,30.06.2015
226005,613 -2015,московский,"предпортовая ул., от 5-го предпортового проезда до дунайского пр.",полное закрытие дв.,зао 'пилон',7813109127,спб гку 'дирекция транспортного строительства',7825342390,01.06.2015,30.06.2015
226007,614 -2015,московский,"г. санкт-петербург,перекресток дунайского пр. и 5-го предпортового проезда",огранич.движения,зао 'пилон',7813109127,спб гку 'дирекция транспортного строительства',7825342390,21.05.2015,30.06.2015
226029,597 -2015,выборгский,"г.санкт-петербург, съезд с гренадёрского моста на выборгскую наб.",полное закрытие дв.,ооо 'ск 'орион плюс',4703037072,спб гку 'дирекция транспортного строительства',7825342390,26.05.2015,05.06.2015
226058,600 -2015,кировский,"пр.ветеранов, (нечетная сторона) от дачного пр. до ул. танкиста хрустицкого",огранич.движения,зао 'ювенал',7802090330,спб гку 'дирекция транспортного строительства',7825342390,01.06.2015,12.06.2015
226059,601 -2015,кировский,"пр.ветеранов, (нечетная сторона) от дачного пр. до ул. лёни голикова",закрытие одного напр,зао 'ювенал',7802090330,спб гку 'дирекция транспортного строительства',7825342390,13.06.2015,15.06.2015
226063,602 -2015,кировский,"пр.ветеранов, (четная сторона) от ул. танкиста хрустицкого до дачного пр.",огранич.движения,зао 'ювенал',7802090330,спб гку 'дирекция транспортного строительства',7825342390,15.06.2015,19.06.2015
226066,603 -2015,кировский,"г. санкт-петербург, перекресток (четной стороны) пр. ветеранов и ул. танкиста хрустицкого",закрытие одного напр,зао 'ювенал',7802090330,спб гку 'дирекция транспортного строительства',7825342390,20.06.2015,20.06.2015
226067,604 -2015,кировский,"г. санкт-петербург, перекресток (нечетной стороны) пр. ветеранов и ул. танкиста хрустицкого",закрытие одного напр,зао 'ювенал',7802090330,спб гку 'дирекция транспортного строительства',7825342390,13.06.2015,15.06.2015
226068,605 -2015,кировский,"пр.ветеранов, (четная сторона) от ул. танкиста хрустицкого до дачного пр.",закрытие одного напр,зао 'ювенал',7802090330,спб гку 'дирекция транспортного строительства',7825342390,20.06.2015,22.06.2015
226069,606 -2015,кировский,"пр.ветеранов, (боковой проезд четной стороны) от ул. танкиста хрустицкого до дачного пр.",огранич.движения,зао 'ювенал',7802090330,спб гку 'дирекция транспортного строительства',7825342390,22.06.2015,26.06.2015
226070,607 -2015,кировский,"пр.ветеранов, (боковой проезд четной стороны) от ул. танкиста хрустицкого до дачного пр.",полное закрытие дв.,зао 'ювенал',7802090330,спб гку 'дирекция транспортного строительства',7825342390,27.06.2015,29.06.2015
